,sample,collection_date,county,lineage
2838,USA/CA-CZB-3934/2020,2020-07-30 00:00:00,Contra Costa County,B.1.243
2839,USA/CA-CZB-3950/2020,2020-08-05 00:00:00,Contra Costa County,B.1.400
2840,USA/CA-CZB-3942/2020,2020-07-31 00:00:00,Contra Costa County,B.1.369
2841,USA/CA-CZB-3943/2020,2020-07-31 00:00:00,Contra Costa County,B.1.240
2842,USA/CA-CZB-3941/2020,2020-07-31 00:00:00,Contra Costa County,B.1.243
2843,USA/CA-CZB-3939/2020,2020-07-31 00:00:00,Contra Costa County,B.1.369
2844,USA/CA-CZB-3940/2020,2020-07-31 00:00:00,Contra Costa County,B.1.240
2845,USA/CA-CZB-3948/2020,2020-08-03 00:00:00,Contra Costa County,B.1
2846,USA/CA-CZB-3949/2020,2020-08-05 00:00:00,Contra Costa County,B.1.243
2847,USA/CA-CZB-7028/2020,2020-09-02 00:00:00,Marin County,B.1.400
2848,USA/CA-CZB-1767/2020,2020-05-06 00:00:00,Santa Clara County,B
2849,USA/CA-CZB-19409/2021,2021-01-03 00:00:00,Alameda County,B.1.1.222
2850,USA/CA-CZB-19410/2021,2021-01-04 00:00:00,Alameda County,B.1.1.274
2851,USA/CA-CZB-19414/2021,2021-01-04 00:00:00,Alameda County,B.1.427
2852,USA/CA-CZB-19418/2021,2021-01-04 00:00:00,Alameda County,B.1.427
2853,USA/CA-CZB-19445/2021,2021-01-04 00:00:00,Alameda County,B.1.2
2854,USA/CA-CZB-19447/2021,2021-01-04 00:00:00,Alameda County,B.1.232
2855,USA/CA-CZB-19448/2021,2021-01-04 00:00:00,Alameda County,B.1.311
2856,USA/CA-CZB-19449/2021,2021-01-04 00:00:00,Alameda County,B.1.2
2857,USA/CA-CZB-19451/2021,2021-01-05 00:00:00,Alameda County,B.1.2
2858,USA/CA-CZB-19453/2021,2021-01-05 00:00:00,Alameda County,B.1.2
2859,USA/CA-CZB-19455/2021,2021-01-05 00:00:00,Alameda County,B.1.427
2860,USA/CA-CZB-19405/2020,2020-12-29 00:00:00,Alameda County,B.1.2
2861,USA/CA-CZB-19407/2021,2021-01-16 00:00:00,Alameda County,B.1.404
2862,USA/CA-CZB-19470/2021,2021-01-12 00:00:00,Alameda County,B.1.429
2863,USA/CA-CZB-19440/2021,2021-01-04 00:00:00,Alameda County,B.1.1.4
2864,USA/CA-CZB-19441/2021,2021-01-04 00:00:00,Alameda County,B.1
2865,USA/CA-CZB-19442/2021,2021-01-05 00:00:00,Alameda County,B.1.243
2866,USA/CA-CZB-1768/2020,2020-05-06 00:00:00,Santa Clara County,B
2867,USA/CA-CZB-19421/2021,2021-01-04 00:00:00,Alameda County,B.1.243
2868,USA/CA-CZB-19422/2021,2021-01-04 00:00:00,Alameda County,B.1.2
2869,USA/CA-CZB-19426/2021,2021-01-04 00:00:00,Alameda County,B.1.243
2870,USA/CA-CZB-19427/2021,2021-01-04 00:00:00,Alameda County,B.1.243
2871,USA/CA-CZB-19428/2021,2021-01-04 00:00:00,Alameda County,B.1
2872,USA/CA-CZB-19429/2021,2021-01-04 00:00:00,Alameda County,B.1.429
2873,USA/CA-CZB-19430/2021,2021-01-04 00:00:00,Alameda County,B.1.1.222
2874,USA/CA-CZB-19431/2021,2021-01-04 00:00:00,Alameda County,B.1.405
2875,USA/CA-CZB-19433/2021,2021-01-04 00:00:00,Alameda County,B.1.427
2876,USA/CA-CZB-19434/2021,2021-01-04 00:00:00,Alameda County,B.1.243
2877,USA/CA-CZB-19435/2021,2021-01-04 00:00:00,Alameda County,B.1.324
2878,USA/CA-CZB-19437/2021,2021-01-04 00:00:00,Alameda County,B.1.139
2879,USA/CA-CZB-19438/2021,2021-01-04 00:00:00,Alameda County,B.1.427
2880,USA/CA-CZB-19456/2021,2021-01-05 00:00:00,Alameda County,B.1.243
2881,USA/CA-CZB-19444/2021,2021-01-04 00:00:00,Alameda County,B.1.429
2882,USA/CA-CZB-19457/2021,2021-01-05 00:00:00,Alameda County,B.1.2
2883,USA/CA-CZB-19458/2021,2021-01-05 00:00:00,Alameda County,B.1.427
2884,USA/CA-CZB-19459/2021,2021-01-05 00:00:00,Alameda County,B.1.427
2885,USA/CA-CZB-19462/2021,2021-01-05 00:00:00,Alameda County,B.1.427
2886,USA/CA-CZB-19464/2021,2021-01-05 00:00:00,Alameda County,B.1.1.222
2887,USA/CA-CZB-1769/2020,2020-05-06 00:00:00,Santa Clara County,B
2888,USA/CA-CZB-17157/2021,2021-01-02 00:00:00,Santa Clara County,B.1.2
2889,USA/CA-CZB-17157/2021,2021-01-02 00:00:00,Santa Clara County,B.1.2
2890,USA/CA-CZB-17158/2021,2021-01-02 00:00:00,Santa Clara County,B.1.2
2891,USA/CA-CZB-17158/2021,2021-01-02 00:00:00,Santa Clara County,B.1.2
2892,USA/CA-CZB-17151/2020,2020-12-31 00:00:00,Santa Clara County,B.1.429
2893,USA/CA-CZB-17152/2020,2020-12-31 00:00:00,Santa Clara County,B.1.429
2894,USA/CA-CZB-17177/2021,2021-01-02 00:00:00,Santa Clara County,B.1.1.222
2895,USA/CA-CZB-17177/2021,2021-01-02 00:00:00,Santa Clara County,B.1.1.222
2896,USA/CA-CZB-17148/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2897,USA/CA-CZB-17148/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2898,USA/CA-CZB-17139/2020,2020-12-30 00:00:00,Santa Clara County,B.1.2
2899,USA/CA-CZB-17139/2020,2020-12-30 00:00:00,Santa Clara County,B.1.2
2900,USA/CA-CZB-17144/2020,2020-12-30 00:00:00,Santa Clara County,B.1.427
2901,USA/CA-CZB-17145/2020,2020-12-30 00:00:00,Santa Clara County,B.1.2
2902,USA/CA-CZB-17138/2020,2020-12-29 00:00:00,Santa Clara County,B.1.2
2903,USA/CA-CZB-17138/2020,2020-12-29 00:00:00,Santa Clara County,B.1.2
2904,USA/CA-CZB-17135/2020,2020-12-29 00:00:00,Santa Clara County,B.1.2
2905,USA/CA-CZB-17135/2020,2020-12-29 00:00:00,Santa Clara County,B.1.2
2906,USA/CA-CZB-17155/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2907,USA/CA-CZB-17155/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2908,USA/CA-CZB-17156/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2909,USA/CA-CZB-17156/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2910,USA/CA-CZB-17154/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2911,USA/CA-CZB-17154/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2912,USA/CA-CZB-17159/2021,2021-01-01 00:00:00,Santa Clara County,B.1.1.100
2913,USA/CA-CZB-17159/2021,2021-01-01 00:00:00,Santa Clara County,B.1.1.100
2914,USA/CA-CZB-17140/2020,2020-12-30 00:00:00,Santa Clara County,B.1.2
2915,USA/CA-CZB-17140/2020,2020-12-30 00:00:00,Santa Clara County,B.1.2
2916,USA/CA-CZB-17141/2020,2020-12-30 00:00:00,Santa Clara County,B.1.2
2917,USA/CA-CZB-17141/2020,2020-12-30 00:00:00,Santa Clara County,B.1.2
2918,USA/CA-CZB-17164/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2919,USA/CA-CZB-17174/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2920,USA/CA-CZB-17174/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2921,USA/CA-CZB-17173/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2922,USA/CA-CZB-17173/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2923,USA/CA-CZB-17167/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2924,USA/CA-CZB-17167/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2925,USA/CA-CZB-17170/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2926,USA/CA-CZB-17176/2021,2021-01-02 00:00:00,Santa Clara County,B.1.427
2927,USA/CA-CZB-17176/2021,2021-01-02 00:00:00,Santa Clara County,B.1.427
2928,USA/CA-CZB-17168/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2929,USA/CA-CZB-17168/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2930,USA/CA-CZB-17165/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2931,USA/CA-CZB-17169/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2932,USA/CA-CZB-17166/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2933,USA/CA-CZB-17166/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2934,USA/CA-CZB-17172/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2935,USA/CA-CZB-17172/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2936,USA/CA-CZB-17175/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2937,USA/CA-CZB-17175/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2938,USA/CA-CZB-17162/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2939,USA/CA-CZB-17163/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2940,USA/CA-CZB-17163/2020,2020-12-31 00:00:00,Santa Clara County,B.1.2
2941,USA/CA-CZB-17161/2021,2021-01-01 00:00:00,Santa Clara County,B.1.2
2942,USA/CA-CZB-17178/2021,2021-01-02 00:00:00,Santa Clara County,B.1.429
2943,USA/CA-CZB-17178/2021,2021-01-02 00:00:00,Santa Clara County,B.1.429
2944,USA/CA-CZB-17179/2021,2021-01-02 00:00:00,Santa Clara County,B.1.1.100
2945,USA/CA-CZB-17180/2021,2021-01-04 00:00:00,Santa Clara County,B.1.429
2946,USA/CA-CZB-17180/2021,2021-01-04 00:00:00,Santa Clara County,B.1.429
2947,USA/CA-CZB-17181/2021,2021-01-03 00:00:00,Santa Clara County,B.1.429
2948,USA/CA-CZB-17181/2021,2021-01-03 00:00:00,Santa Clara County,B.1.429
2949,USA/CA-CZB-17182/2020,2020-12-16 00:00:00,Santa Clara County,B.1.2
2950,USA/CA-CZB-17182/2020,2020-12-16 00:00:00,Santa Clara County,B.1.2
2951,USA/CA-CZB-1770/2020,2020-05-06 00:00:00,Santa Clara County,B.1
2952,USA/CA-CZB-10542/2020,2020-09-07 00:00:00,San Francisco County,B.1.2
2953,USA/CA-CZB-1771/2020,2020-05-06 00:00:00,Santa Clara County,B
2954,USA/CA-CZB-1772/2020,2020-05-06 00:00:00,Santa Clara County,B.1
2955,USA/CA-CZB-1773/2020,2020-05-06 00:00:00,Santa Clara County,B.1
2956,USA/CA-CZB-1774/2020,2020-05-06 00:00:00,Santa Clara County,B.1
2957,USA/CA-CZB-1775/2020,2020-05-06 00:00:00,Santa Clara County,B.1.1.70
2958,USA/CA-CZB-1777/2020,2020-05-06 00:00:00,Santa Clara County,B.1
2959,USA/CA-CZB-1776/2020,2020-05-06 00:00:00,Santa Clara County,B.1.320
2960,USA/CA-CZB-9518/2020,2020-04-06 00:00:00,Santa Clara County,B.1
2961,USA/CA-CZB-9519/2020,2020-04-06 00:00:00,Santa Clara County,B.1.521
2962,USA/CA-CZB-9520/2020,2020-04-07 00:00:00,Santa Clara County,B.1
2963,USA/CA-CZB-9521/2020,2020-04-07 00:00:00,Santa Clara County,B.1
2964,USA/CA-CZB-9522/2020,2020-04-07 00:00:00,Santa Clara County,B.1
2965,USA/CA-CZB-9523/2020,2020-04-07 00:00:00,Santa Clara County,B.1.1.162
2966,USA/CA-CZB-9524/2020,2020-04-07 00:00:00,Santa Clara County,B.1.1.70
2967,USA/CA-CZB-9526/2020,2020-04-07 00:00:00,Santa Clara County,B.1.1.162
2968,USA/CA-CZB-9527/2020,2020-04-07 00:00:00,Santa Clara County,B.1
2969,USA/CA-CZB-9529/2020,2020-04-08 00:00:00,Santa Clara County,B.1
2970,USA/CA-CZB-9533/2020,2020-04-09 00:00:00,Santa Clara County,B
2971,USA/CA-CZB-9535/2020,2020-04-10 00:00:00,Santa Clara County,B.1
2972,USA/CA-CZB-9538/2020,2020-04-11 00:00:00,Santa Clara County,B.1
2973,USA/CA-CZB-9539/2020,2020-04-06 00:00:00,Santa Clara County,B.1
2974,USA/CA-CZB-9540/2020,2020-04-06 00:00:00,Santa Clara County,B.1
2975,USA/CA-CZB-9541/2020,2020-04-06 00:00:00,Santa Clara County,B.1
2976,USA/CA-CZB-9542/2020,2020-04-06 00:00:00,Santa Clara County,A.3
2977,USA/CA-CZB-9545/2020,2020-04-11 00:00:00,Santa Clara County,B.1.503
2978,USA/CA-CZB-9547/2020,2020-04-13 00:00:00,Santa Clara County,A.1
2979,USA/CA-CZB-9548/2020,2020-04-13 00:00:00,Santa Clara County,A.1
2980,USA/CA-CZB-9549/2020,2020-04-14 00:00:00,Santa Clara County,B.1
2981,USA/CA-CZB-9551/2020,2020-04-14 00:00:00,Santa Clara County,B.1
2982,USA/CA-CZB-9552/2020,2020-04-14 00:00:00,Santa Clara County,B.1.1.61
2983,USA/CA-CZB-9556/2020,2020-04-13 00:00:00,Santa Clara County,B
2984,USA/CA-CZB-9560/2020,2020-04-15 00:00:00,Santa Clara County,B
2985,USA/CA-CZB-9563/2020,2020-04-16 00:00:00,Santa Clara County,B.1
2986,USA/CA-CZB-9571/2020,2020-05-08 00:00:00,Santa Clara County,B.1
2987,USA/CA-CZB-9574/2020,2020-05-05 00:00:00,Santa Clara County,B.1.503
2988,USA/CA-CZB-9585/2020,2020-05-08 00:00:00,Santa Clara County,B.1
2989,USA/CA-CZB-10558/2020,2020-09-07 00:00:00,San Francisco County,B.1.2
2990,USA/CA-CZB-9589/2020,2020-05-09 00:00:00,Santa Clara County,B.1
2991,USA/CA-CZB-9590/2020,2020-05-08 00:00:00,Santa Clara County,B.1
2992,USA/CA-CZB-9597/2020,2020-05-06 00:00:00,Santa Clara County,B.46
2993,USA/CA-CZB-9602/2020,2020-04-15 00:00:00,Santa Clara County,B.1.14
2994,USA/CA-CZB-9603/2020,2020-04-15 00:00:00,Santa Clara County,B.1.14
2995,USA/CA-CZB-9605/2020,2020-04-15 00:00:00,Santa Clara County,B.1
2996,USA/CA-CZB-9606/2020,2020-04-17 00:00:00,Santa Clara County,B.1.503
2997,USA/CA-CZB-9610/2020,2020-04-16 00:00:00,Santa Clara County,B.1.503
2998,USA/CA-CZB-9614/2020,2020-04-17 00:00:00,Santa Clara County,B.1.503
2999,USA/CA-CZB-9625/2020,2020-05-06 00:00:00,Santa Clara County,B.1.369
3000,USA/CA-CZB-9631/2020,2020-05-06 00:00:00,Santa Clara County,B.1
3001,USA/CA-CZB-9638/2020,2020-04-22 00:00:00,Santa Clara County,B.1.503
3002,USA/CA-CZB-9640/2020,2020-04-23 00:00:00,Santa Clara County,A.1
3003,USA/CA-CZB-9641/2020,2020-04-23 00:00:00,Santa Clara County,A.1
3004,USA/CA-CZB-9645/2020,2020-04-24 00:00:00,Santa Clara County,B.1
3005,USA/CA-CZB-9647/2020,2020-04-28 00:00:00,Santa Clara County,B.1
3006,USA/CA-CZB-9648/2020,2020-04-27 00:00:00,Santa Clara County,B.1
3007,USA/CA-CZB-9650/2020,2020-04-24 00:00:00,Santa Clara County,B.1
3008,USA/CA-CZB-9651/2020,2020-04-27 00:00:00,Santa Clara County,B.1.1.70
3009,USA/CA-CZB-9652/2020,2020-04-23 00:00:00,Santa Clara County,B.1.336
3010,USA/CA-CZB-9653/2020,2020-04-23 00:00:00,Santa Clara County,B.1
3011,USA/CA-CZB-9656/2020,2020-04-23 00:00:00,Santa Clara County,B.1
3012,USA/CA-CZB-9657/2020,2020-04-23 00:00:00,Santa Clara County,B.1.336
3013,USA/CA-CZB-9660/2020,2020-04-28 00:00:00,Santa Clara County,B.1.1.70
3014,USA/CA-CZB-10566/2020,2020-09-07 00:00:00,San Francisco County,B.1.2
3015,USA/CA-CZB-9675/2020,2020-03-25 00:00:00,Santa Clara County,B.1
3016,USA/CA-CZB-9682/2020,2020-03-11 00:00:00,Santa Clara County,B
3017,USA/CA-CZB-9700/2020,2020-03-27 00:00:00,Santa Clara County,B
3018,USA/CA-CZB-9705/2020,2020-03-06 00:00:00,Santa Clara County,B
3019,USA/CA-CZB-9707/2020,2020-03-24 00:00:00,Santa Clara County,B
3020,USA/CA-CZB-9714/2020,2020-03-20 00:00:00,Santa Clara County,B
3021,USA/CA-CZB-9716/2020,2020-03-18 00:00:00,Santa Clara County,B.1.157
3022,USA/CA-CZB-9717/2020,2020-03-17 00:00:00,Santa Clara County,B.1.110
3023,USA/CA-CZB-9724/2020,2020-03-11 00:00:00,Santa Clara County,B.1.1
3024,USA/CA-CZB-9725/2020,2020-03-12 00:00:00,Santa Clara County,B
3025,USA/CA-CZB-9729/2020,2020-03-09 00:00:00,Santa Clara County,A.1
3026,USA/CA-CZB-9730/2020,2020-03-13 00:00:00,Santa Clara County,B.1
3027,USA/CA-CZB-9731/2020,2020-03-12 00:00:00,Santa Clara County,B.1
3028,USA/CA-CZB-9750/2020,2020-05-18 00:00:00,Santa Clara County,B.1.503
3029,USA/CA-CZB-9751/2020,2020-05-22 00:00:00,Santa Clara County,B.1.503
3030,USA/CA-CZB-9753/2020,2020-06-03 00:00:00,Santa Clara County,B.1.110
3031,USA/CA-CZB-9754/2020,2020-06-03 00:00:00,Santa Clara County,B.1.503
3032,USA/CA-CZB-9756/2020,2020-06-02 00:00:00,Santa Clara County,B.1.503
3033,USA/CA-CZB-9759/2020,2020-06-03 00:00:00,Santa Clara County,B.1.336
3034,USA/CA-CZB-9760/2020,2020-06-03 00:00:00,Santa Clara County,B.1
3035,USA/CA-CZB-9762/2020,2020-06-01 00:00:00,Santa Clara County,B.1.1.205
3036,USA/CA-CZB-9768/2020,2020-06-06 00:00:00,Santa Clara County,B.1
3037,USA/CA-CZB-9773/2020,2020-03-31 00:00:00,Santa Clara County,B.1.1.70
3038,USA/CA-CZB-9774/2020,2020-06-23 00:00:00,Santa Clara County,B.1.1.70
3039,USA/CA-CZB-9775/2020,2020-06-23 00:00:00,Santa Clara County,B.1.240
3040,USA/CA-CZB-9776/2020,2020-06-22 00:00:00,Santa Clara County,B.1.243
3041,USA/CA-CZB-9781/2020,2020-06-22 00:00:00,Santa Clara County,B.1.243
3042,USA/CA-CZB-9784/2020,2020-05-18 00:00:00,Santa Clara County,B.1.503
3043,USA/CA-CZB-9787/2020,2020-05-18 00:00:00,Santa Clara County,B.1.503
3044,USA/CA-CZB-9788/2020,2020-05-17 00:00:00,Santa Clara County,B.1.503
3045,USA/CA-CZB-9789/2020,2020-05-17 00:00:00,Santa Clara County,B.1.1.205
3046,USA/CA-CZB-9791/2020,2020-06-05 00:00:00,Santa Clara County,B.1.503
3047,USA/CA-CZB-9792/2020,2020-06-04 00:00:00,Santa Clara County,B.1
3048,USA/CA-CZB-9794/2020,2020-06-04 00:00:00,Santa Clara County,B.1.503
3049,USA/CA-CZB-9798/2020,2020-06-05 00:00:00,Santa Clara County,B.1.503
3050,USA/CA-CZB-9803/2020,2020-06-05 00:00:00,Santa Clara County,B.1
3051,USA/CA-CZB-9821/2020,2020-03-18 00:00:00,Santa Clara County,B.1
3052,USA/CA-CZB-9823/2020,2020-06-13 00:00:00,Santa Clara County,B.1
3053,USA/CA-CZB-9824/2020,2020-06-14 00:00:00,Santa Clara County,B.1.503
3054,USA/CA-CZB-9825/2020,2020-06-14 00:00:00,Santa Clara County,B.1.503
3055,USA/CA-CZB-9826/2020,2020-06-14 00:00:00,Santa Clara County,B.1
3056,USA/CA-CZB-10582/2020,2020-09-07 00:00:00,San Francisco County,B.1.2
3057,USA/CA-CZB-9828/2020,2020-05-21 00:00:00,Santa Clara County,B.1
3058,USA/CA-CZB-9844/2020,2020-05-21 00:00:00,Santa Clara County,B.1
3059,USA/CA-CZB-9845/2020,2020-06-17 00:00:00,Santa Clara County,B.1.452
3060,USA/CA-CZB-9847/2020,2020-06-17 00:00:00,Santa Clara County,B.1.503
3061,USA/CA-CZB-9850/2020,2020-05-21 00:00:00,Santa Clara County,B.1.1.132
3062,USA/CA-CZB-9851/2020,2020-06-19 00:00:00,Santa Clara County,B.1.503
3063,USA/CA-CZB-9853/2020,2020-06-20 00:00:00,Santa Clara County,B.1.369
3064,USA/CA-CZB-9854/2020,2020-05-20 00:00:00,Santa Clara County,B.1.503
3065,USA/CA-CZB-9856/2020,2020-05-22 00:00:00,Santa Clara County,B.1.1.205
3066,USA/CA-CZB-9861/2020,2020-06-07 00:00:00,Santa Clara County,B.1.453
3067,USA/CA-CZB-9865/2020,2020-06-07 00:00:00,Santa Clara County,B.1.453
3068,USA/CA-CZB-9870/2020,2020-05-22 00:00:00,Santa Clara County,B.1.503
3069,USA/CA-CZB-9872/2020,2020-05-22 00:00:00,Santa Clara County,B.1.110
3070,USA/CA-CZB-9874/2020,2020-05-22 00:00:00,Santa Clara County,B.1.110
3071,USA/CA-CZB-9876/2020,2020-05-22 00:00:00,Santa Clara County,B.1.110
3072,USA/CA-CZB-9877/2020,2020-06-08 00:00:00,Santa Clara County,B.1.503
3073,USA/CA-CZB-9878/2020,2020-05-22 00:00:00,Santa Clara County,B.1
3074,USA/CA-CZB-9892/2020,2020-05-21 00:00:00,Santa Clara County,B.1
3075,USA/CA-CZB-9896/2020,2020-05-22 00:00:00,Santa Clara County,B.1.503
3076,USA/CA-CZB-10526/2020,2020-09-07 00:00:00,San Francisco County,B.1.2
3077,USA/CA-CZB-9899/2020,2020-06-15 00:00:00,Santa Clara County,B.1.369
3078,USA/CA-CZB-9902/2020,2020-05-22 00:00:00,Santa Clara County,B.1.503
3079,USA/CA-CZB-9904/2020,2020-06-08 00:00:00,Santa Clara County,B.1.452
3080,USA/CA-CZB-10590/2020,2020-09-07 00:00:00,San Francisco County,B.1.2
3081,USA/CA-CZB-9907/2020,2020-05-10 00:00:00,Santa Clara County,B.1.503
3082,USA/CA-CZB-9909/2020,2020-05-22 00:00:00,Santa Clara County,B.1
3083,USA/CA-CZB-9910/2020,2020-06-09 00:00:00,Santa Clara County,B.1.452
3084,USA/CA-CZB-9911/2020,2020-05-14 00:00:00,Santa Clara County,B.1.2
3085,USA/CA-CZB-9913/2020,2020-05-14 00:00:00,Santa Clara County,B.1
3086,USA/CA-CZB-9919/2020,2020-05-22 00:00:00,Santa Clara County,B.1
3087,USA/CA-CZB-9923/2020,2020-05-22 00:00:00,Santa Clara County,B.1
3088,USA/CA-CZB-9926/2020,2020-06-16 00:00:00,Santa Clara County,B.1
3089,USA/CA-CZB-9927/2020,2020-06-17 00:00:00,Santa Clara County,B.1.503
3090,USA/CA-CZB-9930/2020,2020-05-31 00:00:00,Santa Clara County,B.1.503
3091,USA/CA-CZB-9933/2020,2020-05-30 00:00:00,Santa Clara County,B.1.452
3092,USA/CA-CZB-9936/2020,2020-04-22 00:00:00,Santa Clara County,B.1.503
3093,USA/CA-CZB-9945/2020,2020-04-22 00:00:00,Santa Clara County,B.1.384
3094,USA/CA-CZB-9946/2020,2020-06-17 00:00:00,Santa Clara County,B.1.320
3095,USA/CA-CZB-9947/2020,2020-06-16 00:00:00,Santa Clara County,B.1.363
3096,USA/CA-CZB-9949/2020,2020-06-01 00:00:00,Santa Clara County,B.1
3097,USA/CA-CZB-9952/2020,2020-05-15 00:00:00,Santa Clara County,B.1
3098,USA/CA-CZB-9954/2020,2020-05-14 00:00:00,Santa Clara County,B.1
3099,USA/CA-CZB-9957/2020,2020-06-17 00:00:00,Santa Clara County,B.1.503
3100,USA/CA-CZB-9958/2020,2020-05-12 00:00:00,Santa Clara County,B.1
3101,USA/CA-CZB-9961/2020,2020-06-17 00:00:00,Santa Clara County,B.1
3102,USA/CA-CZB-9962/2020,2020-05-05 00:00:00,Santa Clara County,B.1.1.70
3103,USA/CA-CZB-9963/2020,2020-06-09 00:00:00,Santa Clara County,B.1
3104,USA/CA-CZB-9964/2020,2020-05-13 00:00:00,Santa Clara County,B.1
3105,USA/CA-CZB-9967/2020,2020-06-10 00:00:00,Santa Clara County,B.1
3106,USA/CA-CZB-9969/2020,2020-06-17 00:00:00,Santa Clara County,B.1.1.29
3107,USA/CA-CZB-9970/2020,2020-05-11 00:00:00,Santa Clara County,B.1
3108,USA/CA-CZB-9971/2020,2020-06-17 00:00:00,Santa Clara County,B.1
3109,USA/CA-CZB-9972/2020,2020-05-10 00:00:00,Santa Clara County,B.1
3110,USA/CA-CZB-9973/2020,2020-06-17 00:00:00,Santa Clara County,B.1.1.139
3111,USA/CA-CZB-9975/2020,2020-06-10 00:00:00,Santa Clara County,B.1.503
3112,USA/CA-CZB-9977/2020,2020-06-17 00:00:00,Santa Clara County,B.1.503
3113,USA/CA-CZB-9979/2020,2020-06-10 00:00:00,Santa Clara County,B.1
3114,USA/CA-CZB-9981/2020,2020-06-10 00:00:00,Santa Clara County,B.1.1.1
3115,USA/CA-CZB-9982/2020,2020-05-13 00:00:00,Santa Clara County,B.1.1.70
3116,USA/CA-CZB-9983/2020,2020-03-31 00:00:00,Santa Clara County,B.1.1.70
3117,USA/CA-CZB-9985/2020,2020-06-29 00:00:00,Santa Clara County,B.1.243
3118,USA/CA-CZB-10598/2020,2020-08-05 00:00:00,San Francisco County,B.1.2
3119,USA/CA-CZB-9989/2020,2020-06-30 00:00:00,Santa Clara County,B.1.452
3120,USA/CA-CZB-9990/2020,2020-06-30 00:00:00,Santa Clara County,B.1.453
3121,USA/CA-CZB-9992/2020,2020-06-30 00:00:00,Santa Clara County,B.1.452
3122,USA/CA-CZB-9993/2020,2020-06-30 00:00:00,Santa Clara County,B.1.503
3123,USA/CA-CZB-9994/2020,2020-06-30 00:00:00,Santa Clara County,B.1.1.70
3124,USA/CA-CZB-9996/2020,2020-06-29 00:00:00,Santa Clara County,B.1.1.139
3125,USA/CA-CZB-9998/2020,2020-06-30 00:00:00,Santa Clara County,B.1
3126,USA/CA-CZB-9999/2020,2020-03-31 00:00:00,Santa Clara County,B.1.452
3127,USA/CA-CZB-10001/2020,2020-04-01 00:00:00,Santa Clara County,B.1
3128,USA/CA-CZB-10003/2020,2020-07-09 00:00:00,Santa Clara County,B.1.243
3129,USA/CA-CZB-10005/2020,2020-07-11 00:00:00,Santa Clara County,B.1.1.291
3130,USA/CA-CZB-10006/2020,2020-07-11 00:00:00,Santa Clara County,B.1
3131,USA/CA-CZB-10007/2020,2020-07-11 00:00:00,Santa Clara County,B.1.309
3132,USA/CA-CZB-10009/2020,2020-07-11 00:00:00,Santa Clara County,B.1.243
3133,USA/CA-CZB-10010/2020,2020-06-29 00:00:00,Santa Clara County,B.1.309
3134,USA/CA-CZB-10011/2020,2020-06-03 00:00:00,Santa Clara County,B.1.453
3135,USA/CA-CZB-10013/2020,2020-04-09 00:00:00,Santa Clara County,B.1
3136,USA/CA-CZB-10014/2020,2020-07-10 00:00:00,Santa Clara County,B.1
3137,USA/CA-CZB-10015/2020,2020-07-10 00:00:00,Santa Clara County,B.1.1.228
3138,USA/CA-CZB-10025/2020,2020-06-18 00:00:00,Santa Clara County,B.1.243
3139,USA/CA-CZB-10028/2020,2020-05-15 00:00:00,Santa Clara County,B.1.453
3140,USA/CA-CZB-10029/2020,2020-05-15 00:00:00,Santa Clara County,B.1.452
3141,USA/CA-CZB-10036/2020,2020-05-20 00:00:00,Santa Clara County,B.1.503
3142,USA/CA-CZB-10039/2020,2020-06-12 00:00:00,Santa Clara County,B.1
3143,USA/CA-CZB-10040/2020,2020-06-11 00:00:00,Santa Clara County,B.1.243
3144,USA/CA-CZB-10042/2020,2020-05-19 00:00:00,Santa Clara County,B.1.453
3145,USA/CA-CZB-10044/2020,2020-05-19 00:00:00,Santa Clara County,B.1.503
