gisaid_name	lineage	county	collection_date	MMWRyear	MMWRweek
hCoV-19/USA/CA-CZB-3631/2020	B.1.2	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-15491/2020	B.1.2	San Luis Obispo County	2020-09-17	2020	38
hCoV-19/USA/CA-CZB-11549/2020	B.1.240	San Luis Obispo County	2020-07-12	2020	29
hCoV-19/USA/CA-CZB-3322/2020	B.1.243	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3321/2020	B.1.243	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3323/2020	B.1.243	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3327/2020	B.1.243	San Luis Obispo County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3836/2020	B.1.243	San Luis Obispo County	2020-07-24	2020	30
hCoV-19/USA/CA-CZB-15494/2020	B.1.243	San Luis Obispo County	2020-09-22	2020	39
hCoV-19/USA/CA-CZB-15495/2020	B.1.267	San Luis Obispo County	2020-06-15	2020	25
hCoV-19/USA/CA-CZB-5764/2020	B.1.267	San Luis Obispo County	2020-07-12	2020	29
hCoV-19/USA/CA-CZB-4056/2020	B.1.267	San Luis Obispo County	2020-07-16	2020	29
hCoV-19/USA/CA-CZB-4055/2020	B.1.267	San Luis Obispo County	2020-07-16	2020	29
hCoV-19/USA/CA-CZB-3314/2020	B.1.267	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3302/2020	B.1.267	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3307/2020	B.1.267	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-5760/2020	B.1.267	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-5759/2020	B.1.267	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3325/2020	B.1.267	San Luis Obispo County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3297/2020	B.1.267	San Luis Obispo County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3296/2020	B.1.267	San Luis Obispo County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3303/2020	B.1.267	San Luis Obispo County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3630/2020	B.1.267	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-3899/2020	B.1.267	San Luis Obispo County	2020-07-24	2020	30
hCoV-19/USA/CA-CZB-3904/2020	B.1.267	San Luis Obispo County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3906/2020	B.1.267	San Luis Obispo County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-11550/2020	B.1.309	San Luis Obispo County	2020-07-12	2020	29
hCoV-19/USA/CA-CZB-3628/2020	B.1.309	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-5698/2020	B.1.309	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-1421/2020	B.1.314	San Luis Obispo County	2020-03-20	2020	12
hCoV-19/USA/CA-CZB-1425/2020	B.1.314	San Luis Obispo County	2020-03-20	2020	12
hCoV-19/USA/CA-CZB-1427/2020	B.1.314	San Luis Obispo County	2020-03-21	2020	12
hCoV-19/USA/CA-CZB-1413/2020	B.1.320	San Luis Obispo County	2020-03-13	2020	11
hCoV-19/USA/CA-CZB-1418/2020	B.1.320	San Luis Obispo County	2020-03-17	2020	12
hCoV-19/USA/CA-CZB-1420/2020	B.1.320	San Luis Obispo County	2020-03-17	2020	12
hCoV-19/USA/CA-CZB-1428/2020	B.1.320	San Luis Obispo County	2020-03-23	2020	13
hCoV-19/USA/CA-CZB-1435/2020	B.1.320	San Luis Obispo County	2020-03-25	2020	13
hCoV-19/USA/CA-CZB-1439/2020	B.1.320	San Luis Obispo County	2020-03-27	2020	13
hCoV-19/USA/CA-CZB-1442/2020	B.1.320	San Luis Obispo County	2020-03-28	2020	13
hCoV-19/USA/CA-CZB-1446/2020	B.1.320	San Luis Obispo County	2020-03-30	2020	14
hCoV-19/USA/CA-CZB-1450/2020	B.1.320	San Luis Obispo County	2020-04-03	2020	14
hCoV-19/USA/CA-CZB-1452/2020	B.1.320	San Luis Obispo County	2020-04-07	2020	15
hCoV-19/USA/CA-CZB-1455/2020	B.1.320	San Luis Obispo County	2020-04-10	2020	15
hCoV-19/USA/CA-CZB-1460/2020	B.1.320	San Luis Obispo County	2020-04-23	2020	17
hCoV-19/USA/CA-CZB-1461/2020	B.1.320	San Luis Obispo County	2020-04-23	2020	17
hCoV-19/USA/CA-CZB-1463/2020	B.1.320	San Luis Obispo County	2020-04-23	2020	17
hCoV-19/USA/CA-CZB-1464/2020	B.1.320	San Luis Obispo County	2020-04-25	2020	17
hCoV-19/USA/CA-CZB-1466/2020	B.1.320	San Luis Obispo County	2020-04-27	2020	18
hCoV-19/USA/CA-CZB-1477/2020	B.1.320	San Luis Obispo County	2020-05-01	2020	18
hCoV-19/USA/CA-CZB-1478/2020	B.1.320	San Luis Obispo County	2020-05-01	2020	18
hCoV-19/USA/CA-CZB-1479/2020	B.1.320	San Luis Obispo County	2020-05-01	2020	18
hCoV-19/USA/CA-CZB-1481/2020	B.1.320	San Luis Obispo County	2020-05-01	2020	18
hCoV-19/USA/CA-CZB-1482/2020	B.1.320	San Luis Obispo County	2020-05-01	2020	18
hCoV-19/USA/CA-CZB-1484/2020	B.1.320	San Luis Obispo County	2020-05-01	2020	18
hCoV-19/USA/CA-CZB-1485/2020	B.1.320	San Luis Obispo County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1486/2020	B.1.320	San Luis Obispo County	2020-05-07	2020	19
hCoV-19/USA/CA-CZB-1469/2020	B.1.336	San Luis Obispo County	2020-04-28	2020	18
hCoV-19/USA/CA-CZB-1471/2020	B.1.336	San Luis Obispo County	2020-04-28	2020	18
hCoV-19/USA/CA-CZB-1473/2020	B.1.336	San Luis Obispo County	2020-04-29	2020	18
hCoV-19/USA/CA-CZB-1474/2020	B.1.336	San Luis Obispo County	2020-04-29	2020	18
hCoV-19/USA/CA-CZB-1483/2020	B.1.336	San Luis Obispo County	2020-05-01	2020	18
hCoV-19/USA/CA-CZB-11967/2020	B.1.336	San Luis Obispo County	2020-07-11	2020	28
hCoV-19/USA/CA-CZB-1458/2020	B.1.369	San Luis Obispo County	2020-04-19	2020	17
hCoV-19/USA/CA-CZB-5780/2020	B.1.369	San Luis Obispo County	2020-07-12	2020	29
hCoV-19/USA/CA-CZB-5769/2020	B.1.369	San Luis Obispo County	2020-07-12	2020	29
hCoV-19/USA/CA-CZB-11551/2020	B.1.369	San Luis Obispo County	2020-07-12	2020	29
hCoV-19/USA/CA-CZB-5773/2020	B.1.369	San Luis Obispo County	2020-07-12	2020	29
hCoV-19/USA/CA-CZB-5762/2020	B.1.369	San Luis Obispo County	2020-07-12	2020	29
hCoV-19/USA/CA-CZB-3318/2020	B.1.369	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-5812/2020	B.1.369	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-5810/2020	B.1.369	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3299/2020	B.1.369	San Luis Obispo County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3632/2020	B.1.369	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-3629/2020	B.1.369	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-5704/2020	B.1.369	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-5703/2020	B.1.369	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-11968/2020	B.1.369	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-3720/2020	B.1.369	San Luis Obispo County	2020-07-24	2020	30
hCoV-19/USA/CA-CZB-3723/2020	B.1.369	San Luis Obispo County	2020-07-24	2020	30
hCoV-19/USA/CA-CZB-3627/2020	B.1.369	San Luis Obispo County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3905/2020	B.1.369	San Luis Obispo County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3634/2020	B.1.369	San Luis Obispo County	2020-08-01	2020	31
hCoV-19/USA/CA-CZB-3320/2020	B.1.399	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3317/2020	B.1.399	San Luis Obispo County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3324/2020	B.1.399	San Luis Obispo County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3633/2020	B.1.399	San Luis Obispo County	2020-07-23	2020	30
hCoV-19/USA/CA-CZB-3722/2020	B.1.399	San Luis Obispo County	2020-07-24	2020	30
hCoV-19/USA/CA-CZB-3898/2020	B.1.399	San Luis Obispo County	2020-07-24	2020	30
hCoV-19/USA/CA-CZB-3907/2020	B.1.399	San Luis Obispo County	2020-07-27	2020	31
hCoV-19/USA/CA-CZB-3624/2020	B.1.399	San Luis Obispo County	2020-07-30	2020	31
hCoV-19/USA/CA-CZB-15481/2020	B.1.399	San Luis Obispo County	2020-09-02	2020	36
hCoV-19/USA/CA-CZB-15482/2020	B.1.399	San Luis Obispo County	2020-09-04	2020	36
hCoV-19/USA/CA-CZB-15483/2020	B.1.399	San Luis Obispo County	2020-09-04	2020	36
hCoV-19/USA/CA-CZB-15488/2020	B.1.399	San Luis Obispo County	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-15490/2020	B.1.399	San Luis Obispo County	2020-09-16	2020	38
hCoV-19/USA/CA-CZB-15493/2020	B.1.399	San Luis Obispo County	2020-09-18	2020	38
hCoV-19/USA/CA-CZB-19475/2021	B.1.427	San Luis Obispo County	2021-01-06	2021	1
hCoV-19/USA/CA-CZB-19477/2021	B.1.427	San Luis Obispo County	2021-01-14	2021	2
hCoV-19/USA/CA-CZB-19476/2021	B.1.427	San Luis Obispo County	2021-01-14	2021	2
hCoV-19/USA/CA-CZB-5750/2020	B.1.453	San Luis Obispo County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-5749/2020	B.1.453	San Luis Obispo County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-5743/2020	B.1.453	San Luis Obispo County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-5751/2020	B.1.453	San Luis Obispo County	2020-07-14	2020	29
hCoV-19/USA/CA-CZB-1228/2020	A	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1240/2020	A	Santa Clara County	2020-04-13	2020	16
hCoV-19/USA/CA-CZB-1788/2020	A.1	Santa Clara County	2020-03-05	2020	10
hCoV-19/USA/CA-CZB-9729/2020	A.1	Santa Clara County	2020-03-09	2020	11
hCoV-19/USA/CA-CZB-1208/2020	A.1	Santa Clara County	2020-04-03	2020	14
hCoV-19/USA/CA-CZB-1224/2020	A.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1751/2020	A.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-9547/2020	A.1	Santa Clara County	2020-04-13	2020	16
hCoV-19/USA/CA-CZB-9548/2020	A.1	Santa Clara County	2020-04-13	2020	16
hCoV-19/USA/CA-CZB-9641/2020	A.1	Santa Clara County	2020-04-23	2020	17
hCoV-19/USA/CA-CZB-9640/2020	A.1	Santa Clara County	2020-04-23	2020	17
hCoV-19/USA/CA-CZB-1762/2020	A.1	Santa Clara County	2020-05-05	2020	19
hCoV-19/USA/CA-CZB-1764/2020	A.1	Santa Clara County	2020-05-05	2020	19
hCoV-19/USA/CA-CZB-1766/2020	A.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-9542/2020	A.3	Santa Clara County	2020-04-06	2020	15
hCoV-19/USA/CA-CZB-9705/2020	B	Santa Clara County	2020-03-06	2020	10
hCoV-19/USA/CA-CZB-9682/2020	B	Santa Clara County	2020-03-11	2020	11
hCoV-19/USA/CA-CZB-9725/2020	B	Santa Clara County	2020-03-12	2020	11
hCoV-19/USA/CA-CZB-2277/2020	B	Santa Clara County	2020-03-18	2020	12
hCoV-19/USA/CA-CZB-9714/2020	B	Santa Clara County	2020-03-20	2020	12
hCoV-19/USA/CA-CZB-9707/2020	B	Santa Clara County	2020-03-24	2020	13
hCoV-19/USA/CA-CZB-9700/2020	B	Santa Clara County	2020-03-27	2020	13
hCoV-19/USA/CA-CZB-1043/2020	B	Santa Clara County	2020-04-01	2020	14
hCoV-19/USA/CA-CZB-1207/2020	B	Santa Clara County	2020-04-03	2020	14
hCoV-19/USA/CA-CZB-1199/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1209/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1211/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1212/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1219/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1222/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1223/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1226/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1755/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1756/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1757/2020	B	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-9533/2020	B	Santa Clara County	2020-04-09	2020	15
hCoV-19/USA/CA-CZB-16430/2020	B	Santa Clara County	2020-04-10	2020	15
hCoV-19/USA/CA-CZB-1251/2020	B	Santa Clara County	2020-04-12	2020	16
hCoV-19/USA/CA-CZB-9556/2020	B	Santa Clara County	2020-04-13	2020	16
hCoV-19/USA/CA-CZB-1027/2020	B	Santa Clara County	2020-04-14	2020	16
hCoV-19/USA/CA-CZB-9560/2020	B	Santa Clara County	2020-04-15	2020	16
hCoV-19/USA/CA-CZB-1070/2020	B	Santa Clara County	2020-04-22	2020	17
hCoV-19/USA/CA-CZB-1291/2020	B	Santa Clara County	2020-04-25	2020	17
hCoV-19/USA/CA-CZB-1763/2020	B	Santa Clara County	2020-05-05	2020	19
hCoV-19/USA/CA-CZB-1767/2020	B	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1768/2020	B	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1769/2020	B	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1771/2020	B	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-9731/2020	B.1	Santa Clara County	2020-03-12	2020	11
hCoV-19/USA/CA-CZB-9730/2020	B.1	Santa Clara County	2020-03-13	2020	11
hCoV-19/USA/CA-CZB-9821/2020	B.1	Santa Clara County	2020-03-18	2020	12
hCoV-19/USA/CA-CZB-9675/2020	B.1	Santa Clara County	2020-03-25	2020	13
hCoV-19/USA/CA-CZB-10001/2020	B.1	Santa Clara County	2020-04-01	2020	14
hCoV-19/USA/CA-CZB-1203/2020	B.1	Santa Clara County	2020-04-03	2020	14
hCoV-19/USA/CA-CZB-1206/2020	B.1	Santa Clara County	2020-04-03	2020	14
hCoV-19/USA/CA-CZB-1753/2020	B.1	Santa Clara County	2020-04-03	2020	14
hCoV-19/USA/CA-CZB-1197/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1198/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1200/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1201/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1213/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1214/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1216/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1218/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1220/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1225/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1229/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1230/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1232/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-1758/2020	B.1	Santa Clara County	2020-04-04	2020	14
hCoV-19/USA/CA-CZB-9518/2020	B.1	Santa Clara County	2020-04-06	2020	15
hCoV-19/USA/CA-CZB-9539/2020	B.1	Santa Clara County	2020-04-06	2020	15
hCoV-19/USA/CA-CZB-9540/2020	B.1	Santa Clara County	2020-04-06	2020	15
hCoV-19/USA/CA-CZB-9541/2020	B.1	Santa Clara County	2020-04-06	2020	15
hCoV-19/USA/CA-CZB-9520/2020	B.1	Santa Clara County	2020-04-07	2020	15
hCoV-19/USA/CA-CZB-9522/2020	B.1	Santa Clara County	2020-04-07	2020	15
hCoV-19/USA/CA-CZB-9527/2020	B.1	Santa Clara County	2020-04-07	2020	15
hCoV-19/USA/CA-CZB-9521/2020	B.1	Santa Clara County	2020-04-07	2020	15
hCoV-19/USA/CA-CZB-9529/2020	B.1	Santa Clara County	2020-04-08	2020	15
hCoV-19/USA/CA-CZB-10013/2020	B.1	Santa Clara County	2020-04-09	2020	15
hCoV-19/USA/CA-CZB-9535/2020	B.1	Santa Clara County	2020-04-10	2020	15
hCoV-19/USA/CA-CZB-9538/2020	B.1	Santa Clara County	2020-04-11	2020	15
hCoV-19/USA/CA-CZB-9551/2020	B.1	Santa Clara County	2020-04-14	2020	16
hCoV-19/USA/CA-CZB-9549/2020	B.1	Santa Clara County	2020-04-14	2020	16
hCoV-19/USA/CA-CZB-9605/2020	B.1	Santa Clara County	2020-04-15	2020	16
hCoV-19/USA/CA-CZB-9563/2020	B.1	Santa Clara County	2020-04-16	2020	16
hCoV-19/USA/CA-CZB-9653/2020	B.1	Santa Clara County	2020-04-23	2020	17
hCoV-19/USA/CA-CZB-9656/2020	B.1	Santa Clara County	2020-04-23	2020	17
hCoV-19/USA/CA-CZB-9645/2020	B.1	Santa Clara County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-9650/2020	B.1	Santa Clara County	2020-04-24	2020	17
hCoV-19/USA/CA-CZB-9648/2020	B.1	Santa Clara County	2020-04-27	2020	18
hCoV-19/USA/CA-CZB-9647/2020	B.1	Santa Clara County	2020-04-28	2020	18
hCoV-19/USA/CA-CZB-1761/2020	B.1	Santa Clara County	2020-05-05	2020	19
hCoV-19/USA/CA-CZB-1309/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1310/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1765/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1770/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1772/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1773/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1774/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-1777/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-9631/2020	B.1	Santa Clara County	2020-05-06	2020	19
hCoV-19/USA/CA-CZB-9571/2020	B.1	Santa Clara County	2020-05-08	2020	19
hCoV-19/USA/CA-CZB-9585/2020	B.1	Santa Clara County	2020-05-08	2020	19
hCoV-19/USA/CA-CZB-9590/2020	B.1	Santa Clara County	2020-05-08	2020	19
hCoV-19/USA/CA-CZB-9589/2020	B.1	Santa Clara County	2020-05-09	2020	19
hCoV-19/USA/CA-CZB-9972/2020	B.1	Santa Clara County	2020-05-10	2020	20
hCoV-19/USA/CA-CZB-10212/2020	B.1	Santa Clara County	2020-05-11	2020	20
hCoV-19/USA/CA-CZB-9970/2020	B.1	Santa Clara County	2020-05-11	2020	20
hCoV-19/USA/CA-CZB-9958/2020	B.1	Santa Clara County	2020-05-12	2020	20
hCoV-19/USA/CA-CZB-9964/2020	B.1	Santa Clara County	2020-05-13	2020	20
hCoV-19/USA/CA-CZB-9913/2020	B.1	Santa Clara County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-9954/2020	B.1	Santa Clara County	2020-05-14	2020	20
hCoV-19/USA/CA-CZB-9952/2020	B.1	Santa Clara County	2020-05-15	2020	20
hCoV-19/USA/CA-CZB-1317/2020	B.1	Santa Clara County	2020-05-16	2020	20
hCoV-19/USA/CA-CZB-10227/2020	B.1	Santa Clara County	2020-05-16	2020	20
hCoV-19/USA/CA-CZB-10228/2020	B.1	Santa Clara County	2020-05-18	2020	21
hCoV-19/USA/CA-CZB-10230/2020	B.1	Santa Clara County	2020-05-18	2020	21
hCoV-19/USA/CA-CZB-10109/2020	B.1	Santa Clara County	2020-05-19	2020	21
hCoV-19/USA/CA-CZB-1324/2020	B.1	Santa Clara County	2020-05-21	2020	21
hCoV-19/USA/CA-CZB-9828/2020	B.1	Santa Clara County	2020-05-21	2020	21
hCoV-19/USA/CA-CZB-9844/2020	B.1	Santa Clara County	2020-05-21	2020	21
hCoV-19/USA/CA-CZB-9892/2020	B.1	Santa Clara County	2020-05-21	2020	21
hCoV-19/USA/CA-CZB-10158/2020	B.1	Santa Clara County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-9923/2020	B.1	Santa Clara County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-9878/2020	B.1	Santa Clara County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-9909/2020	B.1	Santa Clara County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-9919/2020	B.1	Santa Clara County	2020-05-22	2020	21
hCoV-19/USA/CA-CZB-1641/2020	B.1	Santa Clara County	2020-05-25	2020	22
hCoV-19/USA/CA-CZB-9949/2020	B.1	Santa Clara County	2020-06-01	2020	23
hCoV-19/USA/CA-CZB-1782/2020	B.1	Santa Clara County	2020-06-02	2020	23
hCoV-19/USA/CA-CZB-9760/2020	B.1	Santa Clara County	2020-06-03	2020	23
hCoV-19/USA/CA-CZB-10101/2020	B.1	Santa Clara County	2020-06-04	2020	23
hCoV-19/USA/CA-CZB-9792/2020	B.1	Santa Clara County	2020-06-04	2020	23
hCoV-19/USA/CA-CZB-9803/2020	B.1	Santa Clara County	2020-06-05	2020	23
hCoV-19/USA/CA-CZB-10150/2020	B.1	Santa Clara County	2020-06-05	2020	23
hCoV-19/USA/CA-CZB-9768/2020	B.1	Santa Clara County	2020-06-06	2020	23
hCoV-19/USA/CA-CZB-10191/2020	B.1	Santa Clara County	2020-06-09	2020	24
hCoV-19/USA/CA-CZB-9963/2020	B.1	Santa Clara County	2020-06-09	2020	24
hCoV-19/USA/CA-CZB-10121/2020	B.1	Santa Clara County	2020-06-10	2020	24
hCoV-19/USA/CA-CZB-9967/2020	B.1	Santa Clara County	2020-06-10	2020	24
hCoV-19/USA/CA-CZB-9979/2020	B.1	Santa Clara County	2020-06-10	2020	24
hCoV-19/USA/CA-CZB-2154/2020	B.1	Santa Clara County	2020-06-11	2020	24
hCoV-19/USA/CA-CZB-10039/2020	B.1	Santa Clara County	2020-06-12	2020	24
hCoV-19/USA/CA-CZB-9823/2020	B.1	Santa Clara County	2020-06-13	2020	24
hCoV-19/USA/CA-CZB-9826/2020	B.1	Santa Clara County	2020-06-14	2020	25
hCoV-19/USA/CA-CZB-9926/2020	B.1	Santa Clara County	2020-06-16	2020	25
hCoV-19/USA/CA-CZB-9961/2020	B.1	Santa Clara County	2020-06-17	2020	25
hCoV-19/USA/CA-CZB-9971/2020	B.1	Santa Clara County	2020-06-17	2020	25
hCoV-19/USA/CA-CZB-10199/2020	B.1	Santa Clara County	2020-06-18	2020	25
hCoV-19/USA/CA-CZB-10066/2020	B.1	Santa Clara County	2020-06-20	2020	25
hCoV-19/USA/CA-CZB-10070/2020	B.1	Santa Clara County	2020-06-21	2020	26
hCoV-19/USA/CA-CZB-10127/2020	B.1	Santa Clara County	2020-06-21	2020	26
hCoV-19/USA/CA-CZB-2294/2020	B.1	Santa Clara County	2020-06-23	2020	26
hCoV-19/USA/CA-CZB-9998/2020	B.1	Santa Clara County	2020-06-30	2020	27
hCoV-19/USA/CA-CZB-10014/2020	B.1	Santa Clara County	2020-07-10	2020	28
hCoV-19/USA/CA-CZB-10006/2020	B.1	Santa Clara County	2020-07-11	2020	28
hCoV-19/USA/CA-CZB-10138/2020	B.1	Santa Clara County	2020-07-11	2020	28
hCoV-19/USA/CA-CZB-3258/2020	B.1	Santa Clara County	2020-07-15	2020	29
hCoV-19/USA/CA-CZB-3279/2020	B.1	Santa Clara County	2020-07-16	2020	29
hCoV-19/USA/CA-CZB-3287/2020	B.1	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3881/2020	B.1	Santa Clara County	2020-07-17	2020	29
hCoV-19/USA/CA-CZB-3887/2020	B.1	Santa Clara County	2020-07-21	2020	30
hCoV-19/USA/CA-CZB-3896/2020	B.1	Santa Clara County	2020-07-26	2020	31
hCoV-19/USA/CA-CZB-3895/2020	B.1	Santa Clara County	2020-07-26	2020	31
hCoV-19/USA/CA-CZB-4001/2020	B.1	Santa Clara County	2020-07-29	2020	31
hCoV-19/USA/CA-CZB-3999/2020	B.1	Santa Clara County	2020-07-29	2020	31
hCoV-19/USA/CA-CZB-3998/2020	B.1	Santa Clara County	2020-07-29	2020	31
hCoV-19/USA/CA-CZB-3997/2020	B.1	Santa Clara County	2020-07-30	2020	31
hCoV-19/USA/CA-CZB-4029/2020	B.1	Santa Clara County	2020-08-05	2020	32
hCoV-19/USA/CA-CZB-4033/2020	B.1	Santa Clara County	2020-08-10	2020	33
hCoV-19/USA/CA-CZB-4044/2020	B.1	Santa Clara County	2020-08-12	2020	33
hCoV-19/USA/CA-CZB-4039/2020	B.1	Santa Clara County	2020-08-12	2020	33
hCoV-19/USA/CA-CZB-6981/2020	B.1	Santa Clara County	2020-09-02	2020	36
hCoV-19/USA/CA-CZB-7144/2020	B.1	Santa Clara County	2020-09-07	2020	37
hCoV-19/USA/CA-CZB-7153/2020	B.1	Santa Clara County	2020-09-09	2020	37
hCoV-19/USA/CA-CZB-11012/2020	B.1	Santa Clara County	2020-09-10	2020	37
hCoV-19/USA/CA-CZB-7192/2020	B.1	Santa Clara County	2020-09-10	2020	37
hCoV-19/USA/CA-CZB-7182/2020	B.1	Santa Clara County	2020-09-10	2020	37
hCoV-19/USA/CA-CZB-7200/2020	B.1	Santa Clara County	2020-09-12	2020	37
hCoV-19/USA/CA-CZB-10358/2020	B.1	Santa Clara County	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-10357/2020	B.1	Santa Clara County	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-10356/2020	B.1	Santa Clara County	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-10354/2020	B.1	Santa Clara County	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-10351/2020	B.1	Santa Clara County	2020-09-15	2020	38
hCoV-19/USA/CA-CZB-10350/2020	B.1	Santa Clara County	2020-09-15	2020	38
