county	lineage	collection_date	MMWRweek	count_in_MMWRweek
Orange County	B.1.320	2020-04-21	17	4
Orange County	B.1.320	2020-04-22	17	6
Orange County	B.1.320	2020-04-23	17	1
Orange County	B.1.320	2020-04-24	17	1
Orange County	B.1.320	2020-04-26	18	1
Orange County	B.1.320	2020-04-28	18	2
Orange County	B.1.320	2020-04-29	18	1
Orange County	B.1.320	2020-04-30	18	3
Orange County	B.1.320	2020-05-04	19	1
Orange County	B.1.320	2020-05-05	19	1
Orange County	B.1.320	2020-05-06	19	3
Orange County	B.1.320	2020-05-08	19	1
Orange County	B.1.320	2020-05-13	20	1
Orange County	B.1.320	2020-05-14	20	1
Orange County	B.1.320	2020-05-21	21	1
Orange County	B.1.320	2020-05-22	21	4
Orange County	B.1.320	2020-05-27	22	2
Orange County	B.1.320	2020-08-04	32	1
Orange County	B.1.320	2020-08-05	32	7
Orange County	B.1.320	2020-08-06	32	2
Orange County	B.1.320	2020-08-17	34	1
Orange County	B.1.320	2020-08-18	34	1
Orange County	B.1.336	2020-04-24	17	1
Orange County	B.1.336	2020-07-21	30	2
Orange County	B.1.336	2020-09-17	38	1
Orange County	B.1.361	2020-11-10	46	6
Orange County	B.1.369	2020-07-14	29	1
Orange County	B.1.369	2020-07-15	29	1
Orange County	B.1.369	2020-07-27	31	1
Orange County	B.1.369	2020-08-04	32	1
Orange County	B.1.369	2020-08-07	32	1
Orange County	B.1.369	2020-08-12	33	1
Orange County	B.1.369	2020-08-18	34	1
Orange County	B.1.369	2020-08-19	34	3
Orange County	B.1.369	2020-08-25	35	1
Orange County	B.1.369	2020-08-31	36	1
Orange County	B.1.369	2020-09-15	38	1
Orange County	B.1.369	2020-09-19	38	1
Orange County	B.1.369	2020-09-20	39	1
Orange County	B.1.369	2020-09-28	40	1
Orange County	B.1.369	2020-10-02	40	1
Orange County	B.1.369	2020-10-18	43	1
Orange County	B.1.369	2020-12-02	49	1
Orange County	B.1.369	2020-12-29	53	1
Orange County	B.1.397	2020-07-15	29	1
Orange County	B.1.397	2020-07-22	30	1
Orange County	B.1.399	2020-08-29	35	1
Orange County	B.1.400	2020-08-19	34	3
Orange County	B.1.400	2020-08-26	35	2
Orange County	B.1.400	2020-10-06	41	1
Orange County	B.1.400	2020-11-12	46	1
Orange County	B.1.400	2020-11-24	48	1
Orange County	B.1.400	2020-11-25	48	1
Orange County	B.1.400	2020-11-28	48	1
Orange County	B.1.400	2020-12-29	53	1
Orange County	B.1.400	2021-01-04	1	1
Orange County	B.1.404	2020-11-06	45	1
Orange County	B.1.404	2020-11-09	46	1
Orange County	B.1.404	2020-11-13	46	1
Orange County	B.1.404	2020-11-15	47	1
Orange County	B.1.404	2020-11-25	48	2
Orange County	B.1.404	2020-12-02	49	2
Orange County	B.1.425	2020-08-05	32	1
Orange County	B.1.427	2020-11-16	47	1
Orange County	B.1.427	2020-12-21	52	10
Orange County	B.1.427	2020-12-29	53	6
Orange County	B.1.427	2021-01-03	1	2
Orange County	B.1.427	2021-01-04	1	1
Orange County	B.1.427	2021-01-06	1	3
Orange County	B.1.429	2020-10-05	41	1
Orange County	B.1.429	2020-10-16	42	1
Orange County	B.1.429	2020-10-18	43	1
Orange County	B.1.429	2020-10-24	43	1
Orange County	B.1.429	2020-11-02	45	6
Orange County	B.1.429	2020-11-03	45	1
Orange County	B.1.429	2020-11-04	45	1
Orange County	B.1.429	2020-11-05	45	3
Orange County	B.1.429	2020-11-06	45	5
Orange County	B.1.429	2020-11-07	45	1
Orange County	B.1.429	2020-11-08	46	1
Orange County	B.1.429	2020-11-09	46	15
Orange County	B.1.429	2020-11-10	46	7
Orange County	B.1.429	2020-11-13	46	1
Orange County	B.1.429	2020-11-16	47	11
Orange County	B.1.429	2020-11-17	47	1
Orange County	B.1.429	2020-11-20	47	1
Orange County	B.1.429	2020-11-22	48	2
Orange County	B.1.429	2020-11-24	48	1
Orange County	B.1.429	2020-11-25	48	4
Orange County	B.1.429	2020-11-27	48	2
Orange County	B.1.429	2020-11-28	48	1
Orange County	B.1.429	2020-11-29	49	4
Orange County	B.1.429	2020-11-30	49	2
Orange County	B.1.429	2020-12-02	49	2
Orange County	B.1.429	2020-12-03	49	3
Orange County	B.1.429	2020-12-04	49	1
Orange County	B.1.429	2020-12-05	49	1
Orange County	B.1.429	2020-12-08	50	2
Orange County	B.1.429	2020-12-09	50	5
Orange County	B.1.429	2020-12-10	50	5
Orange County	B.1.429	2020-12-19	51	1
Orange County	B.1.429	2020-12-21	52	3
Orange County	B.1.429	2020-12-22	52	13
Orange County	B.1.429	2020-12-23	52	2
Orange County	B.1.429	2020-12-27	53	3
Orange County	B.1.429	2020-12-28	53	12
Orange County	B.1.429	2020-12-29	53	27
Orange County	B.1.429	2021-01-01	53	2
Orange County	B.1.429	2021-01-03	1	12
Orange County	B.1.429	2021-01-04	1	27
Orange County	B.1.429	2021-01-05	1	16
Orange County	B.1.429	2021-01-06	1	7
Orange County	B.1.433	2020-12-21	52	1
Orange County	B.1.438	2020-11-09	46	2
Orange County	B.1.438	2020-11-11	46	1
Orange County	B.1.438	2020-11-12	46	1
Orange County	B.1.438	2020-11-15	47	1
Orange County	B.1.438	2020-11-16	47	1
Orange County	B.1.442	2020-12-27	53	1
Orange County	B.1.442	2020-12-28	53	1
Orange County	B.1.452	2020-04-22	17	1
Orange County	B.1.452	2020-05-12	20	2
Orange County	B.1.452	2020-05-18	21	1
Orange County	B.1.452	2020-05-19	21	1
Orange County	B.1.452	2020-05-20	21	1
Orange County	B.1.452	2020-05-21	21	1
Orange County	B.1.452	2020-05-26	22	6
Orange County	B.1.452	2020-05-27	22	1
Orange County	B.1.452	2020-05-28	22	1
Orange County	B.1.452	2020-07-15	29	1
Orange County	B.1.452	2020-07-24	30	4
Orange County	B.1.452	2020-07-27	31	1
Orange County	B.1.452	2020-08-04	32	1
Orange County	B.1.452	2020-08-11	33	1
Orange County	B.1.452	2020-08-18	34	1
Orange County	B.1.509	2020-10-13	42	1
Orange County	B.1.509	2020-10-14	42	1
Orange County	B.1.513	2020-05-03	19	1
Orange County	B.1.513	2020-05-04	19	1
Orange County	N.1	2020-07-24	30	1
Sacramento	B.1	2020-07-09	28	1
Sacramento	B.1	2020-07-17	29	1
Sacramento	B.1	2020-07-18	29	1
Sacramento	B.1	2020-07-27	31	1
Sacramento	B.1.1.135	2020-08-02	32	1
Sacramento	B.1.1.139	2020-07-04	27	1
Sacramento	B.1.189	2020-07-13	29	1
Sacramento	B.1.189	2020-07-15	29	1
Sacramento	B.1.189	2020-07-20	30	2
Sacramento	B.1.189	2020-07-21	30	1
Sacramento	B.1.189	2020-07-22	30	4
Sacramento	B.1.189	2020-07-23	30	6
Sacramento	B.1.189	2020-07-24	30	2
Sacramento	B.1.189	2020-07-25	30	1
Sacramento	B.1.189	2020-08-04	32	1
Sacramento	B.1.2	2020-08-21	34	1
Sacramento	B.1.2	2020-08-27	35	1
Sacramento	B.1.2	2020-11-03	45	1
Sacramento	B.1.2	2020-11-06	45	1
Sacramento	B.1.2	2020-11-20	47	2
Sacramento	B.1.2	2020-11-22	48	2
Sacramento	B.1.2	2020-11-25	48	3
Sacramento	B.1.2	2020-11-26	48	1
Sacramento	B.1.2	2020-11-27	48	1
Sacramento	B.1.2	2020-11-28	48	3
Sacramento	B.1.234	2020-11-27	48	1
Sacramento	B.1.234	2020-11-28	48	1
Sacramento	B.1.234	2020-11-29	49	2
Sacramento	B.1.243	2020-07-01	27	1
Sacramento	B.1.243	2020-07-05	28	1
Sacramento	B.1.243	2020-07-09	28	1
Sacramento	B.1.313	2020-07-01	27	1
Sacramento	B.1.369	2020-07-10	28	1
Sacramento	B.1.369	2020-07-15	29	1
Sacramento	B.1.369	2020-08-01	31	1
Sacramento	B.1.369	2020-08-02	32	2
Sacramento	B.1.369	2020-08-17	34	1
Sacramento	B.1.369	2020-11-16	47	2
Sacramento	B.1.369	2020-11-24	48	2
San Bernardino County	B.1	2020-05-08	19	14
San Bernardino County	B.1.1.70	2020-05-01	18	3
San Francisco County	A.1	2020-03-20	12	1
San Francisco County	A.1	2020-03-23	13	8
San Francisco County	A.1	2020-03-24	13	2
San Francisco County	A.1	2020-03-25	13	5
San Francisco County	A.1	2020-03-27	13	4
San Francisco County	A.1	2020-03-28	13	3
San Francisco County	A.1	2020-03-29	14	1
San Francisco County	A.1	2020-03-30	14	1
San Francisco County	A.1	2020-04-02	14	2
San Francisco County	A.1	2020-04-03	14	1
San Francisco County	A.1	2020-04-08	15	1
San Francisco County	A.1	2020-04-14	16	1
San Francisco County	A.1	2020-04-15	16	2
San Francisco County	A.1	2020-04-22	17	1
San Francisco County	A.1	2020-04-26	18	3
San Francisco County	A.1	2020-04-27	18	3
San Francisco County	A.1	2020-04-28	18	2
San Francisco County	A.1	2020-04-29	18	1
San Francisco County	A.1	2020-04-30	18	3
San Francisco County	A.1	2020-05-22	21	2
San Francisco County	A.3	2020-03-23	13	1
San Francisco County	B	2020-03-21	12	1
San Francisco County	B	2020-03-23	13	1
San Francisco County	B	2020-03-25	13	1
San Francisco County	B	2020-03-28	13	1
San Francisco County	B	2020-04-26	18	2
San Francisco County	B	2020-04-30	18	3
San Francisco County	B.1	2020-03-23	13	6
San Francisco County	B.1	2020-03-24	13	1
San Francisco County	B.1	2020-03-27	13	2
San Francisco County	B.1	2020-03-28	13	6
San Francisco County	B.1	2020-03-29	14	1
San Francisco County	B.1	2020-04-01	14	4
San Francisco County	B.1	2020-04-02	14	2
San Francisco County	B.1	2020-04-08	15	2
San Francisco County	B.1	2020-04-12	16	1
San Francisco County	B.1	2020-04-14	16	2
San Francisco County	B.1	2020-04-26	18	3
San Francisco County	B.1	2020-04-27	18	1
San Francisco County	B.1	2020-04-28	18	1
San Francisco County	B.1	2020-04-30	18	9
San Francisco County	B.1	2020-05-19	21	3
San Francisco County	B.1	2020-05-21	21	6
San Francisco County	B.1	2020-11-24	48	4
San Francisco County	B.1	2020-11-29	49	2
San Francisco County	B.1	2020-11-30	49	3
San Francisco County	B.1	2020-12-01	49	1
San Francisco County	B.1.1.109	2020-05-19	21	1
San Francisco County	B.1.1.109	2020-05-22	21	2
San Francisco County	B.1.1.167	2020-11-30	49	1
San Francisco County	B.1.1.172	2020-04-14	16	1
San Francisco County	B.1.1.205	2020-05-19	21	1
San Francisco County	B.1.1.205	2020-11-23	48	2
San Francisco County	B.1.1.205	2020-11-24	48	1
San Francisco County	B.1.1.212	2020-11-29	49	2
San Francisco County	B.1.1.212	2020-11-30	49	5
San Francisco County	B.1.1.212	2020-12-01	49	4
San Francisco County	B.1.1.222	2020-11-23	48	1
San Francisco County	B.1.1.222	2020-11-24	48	1
San Francisco County	B.1.1.222	2020-11-25	48	2
San Francisco County	B.1.1.222	2020-11-29	49	1
San Francisco County	B.1.1.222	2020-12-01	49	1
San Francisco County	B.1.1.222	2020-12-02	49	1
San Francisco County	B.1.1.304	2020-11-30	49	1
San Francisco County	B.1.1.54	2020-11-23	48	1
San Francisco County	B.1.1.70	2020-04-07	15	1
San Francisco County	B.1.1.70	2020-04-29	18	2
San Francisco County	B.1.1.70	2020-04-30	18	7
San Francisco County	B.1.1.70	2020-05-19	21	2
San Francisco County	B.1.1.70	2020-06-13	24	1
San Francisco County	B.1.1.70	2020-07-01	27	1
San Francisco County	B.1.1.70	2020-07-19	30	1
San Francisco County	B.1.1.70	2020-07-21	30	4
San Francisco County	B.1.1.70	2020-07-26	31	1
San Francisco County	B.1.1.70	2020-07-27	31	2
San Francisco County	B.1.1.70	2020-07-28	31	2
San Francisco County	B.1.1.70	2020-08-03	32	1
San Francisco County	B.1.1.70	2020-11-10	46	1
San Francisco County	B.1.1.70	2020-11-24	48	1
San Francisco County	B.1.1.70	2020-11-25	48	1
San Francisco County	B.1.1.70	2020-11-29	49	2
San Francisco County	B.1.1.70	2020-12-01	49	3
San Francisco County	B.1.110	2020-04-27	18	4
San Francisco County	B.1.110	2020-04-29	18	1
San Francisco County	B.1.110	2020-04-30	18	2
San Francisco County	B.1.2	2020-08-05	32	1
San Francisco County	B.1.2	2020-09-07	37	6
San Francisco County	B.1.2	2020-11-23	48	3
San Francisco County	B.1.2	2020-11-24	48	11
San Francisco County	B.1.2	2020-11-29	49	14
San Francisco County	B.1.2	2020-11-30	49	14
San Francisco County	B.1.2	2020-12-01	49	5
San Francisco County	B.1.216	2020-11-29	49	4
San Francisco County	B.1.216	2020-11-30	49	1
San Francisco County	B.1.216	2020-12-01	49	2
San Francisco County	B.1.232	2020-11-24	48	3
San Francisco County	B.1.232	2020-11-29	49	4
San Francisco County	B.1.232	2020-11-30	49	1
San Francisco County	B.1.232	2020-12-01	49	1
San Francisco County	B.1.234	2020-11-23	48	6
San Francisco County	B.1.234	2020-11-24	48	4
San Francisco County	B.1.234	2020-11-29	49	1
San Francisco County	B.1.234	2020-11-30	49	2
San Francisco County	B.1.234	2020-12-01	49	2
San Francisco County	B.1.240	2020-11-23	48	2
San Francisco County	B.1.243	2020-09-07	37	1
San Francisco County	B.1.243	2020-11-23	48	2
San Francisco County	B.1.243	2020-11-24	48	6
San Francisco County	B.1.243	2020-11-29	49	5
San Francisco County	B.1.243	2020-11-30	49	3
San Francisco County	B.1.243	2020-12-01	49	4
San Francisco County	B.1.243	2020-12-02	49	3
San Francisco County	B.1.311	2020-12-01	49	1
San Francisco County	B.1.314	2020-03-31	14	1
San Francisco County	B.1.325	2020-11-29	49	3
San Francisco County	B.1.348	2020-11-23	48	1
San Francisco County	B.1.348	2020-11-24	48	3
San Francisco County	B.1.348	2020-11-25	48	1
San Francisco County	B.1.348	2020-11-29	49	2
San Francisco County	B.1.348	2020-11-30	49	4
San Francisco County	B.1.348	2020-12-01	49	6
San Francisco County	B.1.36	2021-01-05	1	1
San Francisco County	B.1.361	2020-09-21	39	1
San Francisco County	B.1.400	2020-10-22	43	1
San Francisco County	B.1.400	2020-10-23	43	1
San Francisco County	B.1.400	2020-10-24	43	1
San Francisco County	B.1.400	2020-10-25	44	1
San Francisco County	B.1.400	2020-10-26	44	1
San Francisco County	B.1.400	2020-10-27	44	1
San Francisco County	B.1.400	2020-10-30	44	1
San Francisco County	B.1.400	2020-11-23	48	1
San Francisco County	B.1.413	2020-03-28	13	1
San Francisco County	B.1.427	2020-11-23	48	1
San Francisco County	B.1.427	2020-11-29	49	4
San Francisco County	B.1.427	2020-11-30	49	2
San Francisco County	B.1.427	2020-12-01	49	2
San Francisco County	B.1.427	2020-12-27	53	1
San Francisco County	B.1.427	2020-12-30	53	1
San Francisco County	B.1.427	2020-12-31	53	1
San Francisco County	B.1.429	2020-11-23	48	2
San Francisco County	B.1.429	2020-11-24	48	2
San Francisco County	B.1.429	2020-11-29	49	7
San Francisco County	B.1.429	2020-11-30	49	7
San Francisco County	B.1.429	2020-12-01	49	3
San Francisco County	B.1.429	2021-01-02	53	1
San Francisco County	B.1.452	2020-07-21	30	1
San Francisco County	B.1.503	2020-04-29	18	1
San Francisco County	B.1.503	2020-04-30	18	1
San Francisco County	B.1.503	2020-05-20	21	1
San Francisco County	B.1.503	2020-05-22	21	3
San Francisco County	B.1.94	2020-11-24	48	1
San Francisco County	B.3	2020-03-24	13	1
San Francisco County	B.6	2020-04-08	15	1
San Joaquin County	A.1	2020-03-11	11	1
San Joaquin County	A.1	2020-03-13	11	1
San Joaquin County	A.1	2020-03-14	11	1
San Joaquin County	A.1	2020-03-18	12	1
San Joaquin County	A.1	2020-03-21	12	2
San Joaquin County	A.1	2020-03-22	13	2
San Joaquin County	A.1	2020-03-23	13	1
San Joaquin County	A.1	2020-03-28	13	2
San Joaquin County	A.1	2020-03-31	14	1
San Joaquin County	A.1	2020-04-01	14	1
San Joaquin County	A.1	2020-04-02	14	1
San Joaquin County	A.1	2020-04-03	14	2
San Joaquin County	A.1	2020-04-04	14	1
San Joaquin County	A.1	2020-04-06	15	2
San Joaquin County	A.1	2020-04-09	15	1
San Joaquin County	A.1	2020-04-11	15	1
San Joaquin County	A.1	2020-04-12	16	1
San Joaquin County	A.1	2020-04-14	16	2
San Joaquin County	A.1	2020-04-16	16	1
San Joaquin County	A.1	2020-04-17	16	1
San Joaquin County	A.1	2020-04-20	17	1
San Joaquin County	A.1	2020-04-21	17	1
San Joaquin County	A.1	2020-04-26	18	3
San Joaquin County	A.2.2	2020-03-24	13	2
San Joaquin County	B	2020-03-18	12	1
San Joaquin County	B	2020-03-21	12	1
San Joaquin County	B	2020-03-26	13	2
San Joaquin County	B.1	2020-03-25	13	1
San Joaquin County	B.1	2020-03-28	13	1
San Joaquin County	B.1	2020-03-29	14	1
San Joaquin County	B.1	2020-04-05	15	1
San Joaquin County	B.1	2020-04-07	15	1
San Joaquin County	B.1	2020-04-08	15	1
San Joaquin County	B.1	2020-04-18	16	1
San Joaquin County	B.1	2020-05-08	19	1
San Joaquin County	B.1.1.207	2020-04-11	15	1
San Joaquin County	B.1.1.207	2020-09-15	38	1
San Joaquin County	B.1.110	2020-03-18	12	1
San Joaquin County	B.1.110	2020-03-26	13	1
San Joaquin County	B.1.110	2020-03-27	13	2
San Joaquin County	B.1.110	2020-04-21	17	2
San Joaquin County	B.1.110	2020-05-08	19	2
San Joaquin County	B.1.166	2020-05-06	19	1
San Joaquin County	B.1.324	2020-04-03	14	1
San Joaquin County	B.1.334	2020-03-24	13	1
San Joaquin County	B.1.369	2020-04-01	14	1
San Joaquin County	B.1.384	2020-04-11	15	1
San Joaquin County	B.1.415	2020-04-19	17	1
San Joaquin County	B.1.453	2020-05-07	19	2
San Joaquin County	B.1.453	2020-05-09	19	1
San Joaquin County	B.1.503	2020-05-01	18	1
San Joaquin County	B.1.503	2020-05-07	19	1
San Joaquin County	B.1.8	2020-04-22	17	12
San Joaquin County	B.1.8	2020-04-24	17	1
San Joaquin County	B.1.8	2020-04-25	17	2
San Joaquin County	B.1.8	2020-04-27	18	2
San Joaquin County	B.1.8	2020-04-30	18	1
San Joaquin County	B.1.8	2020-05-04	19	18
San Joaquin County	B.1.8	2020-05-06	19	1
San Joaquin County	B.1.8	2020-05-07	19	3
San Joaquin County	B.1.8	2020-05-09	19	1
San Joaquin County	B.1.98	2020-04-09	15	1
San Luis Obispo County	A.1	2020-03-23	13	1
San Luis Obispo County	B.1	2020-03-15	12	2
San Luis Obispo County	B.1	2020-03-19	12	1
San Luis Obispo County	B.1	2020-03-23	13	1
San Luis Obispo County	B.1	2020-03-25	13	2
San Luis Obispo County	B.1	2020-03-26	13	1
San Luis Obispo County	B.1	2020-03-30	14	1
San Luis Obispo County	B.1	2020-04-11	15	1
San Luis Obispo County	B.1	2020-07-14	29	2
San Luis Obispo County	B.1	2020-07-16	29	5
San Luis Obispo County	B.1	2020-07-17	29	5
San Luis Obispo County	B.1	2020-07-24	30	3
San Luis Obispo County	B.1	2020-07-27	31	3
San Luis Obispo County	B.1	2020-08-17	34	1
San Luis Obispo County	B.1	2020-08-22	34	1
San Luis Obispo County	B.1	2020-09-17	38	1
San Luis Obispo County	B.1.1.113	2020-03-28	13	1
San Luis Obispo County	B.1.1.113	2020-03-30	14	1
San Luis Obispo County	B.1.1.128	2020-07-21	30	1
San Luis Obispo County	B.1.1.288	2020-11-04	45	1
San Luis Obispo County	B.1.1.291	2020-07-23	30	2
San Luis Obispo County	B.1.1.70	2020-03-24	13	1
San Luis Obispo County	B.1.1.70	2020-03-27	13	1
San Luis Obispo County	B.1.1.70	2020-07-24	30	1
San Luis Obispo County	B.1.110	2020-03-20	12	2
San Luis Obispo County	B.1.110	2020-03-24	13	1
San Luis Obispo County	B.1.139	2020-07-24	30	1
San Luis Obispo County	B.1.163	2020-03-16	12	1
San Luis Obispo County	B.1.163	2020-06-17	25	1
San Luis Obispo County	B.1.166	2020-04-11	15	1
San Luis Obispo County	B.1.166	2020-04-19	17	1
San Luis Obispo County	B.1.189	2020-07-24	30	1
San Luis Obispo County	B.1.2	2020-06-17	25	1
San Luis Obispo County	B.1.2	2020-07-23	30	1
San Luis Obispo County	B.1.2	2020-09-17	38	1
San Luis Obispo County	B.1.240	2020-07-12	29	1
San Luis Obispo County	B.1.243	2020-07-17	29	3
San Luis Obispo County	B.1.243	2020-07-21	30	1
San Luis Obispo County	B.1.243	2020-07-24	30	1
San Luis Obispo County	B.1.243	2020-09-22	39	1
San Luis Obispo County	B.1.267	2020-06-15	25	1
San Luis Obispo County	B.1.267	2020-07-12	29	1
San Luis Obispo County	B.1.267	2020-07-16	29	2
San Luis Obispo County	B.1.267	2020-07-17	29	5
San Luis Obispo County	B.1.267	2020-07-21	30	4
San Luis Obispo County	B.1.267	2020-07-23	30	1
San Luis Obispo County	B.1.267	2020-07-24	30	1
San Luis Obispo County	B.1.267	2020-07-27	31	2
San Luis Obispo County	B.1.309	2020-07-12	29	1
San Luis Obispo County	B.1.309	2020-07-23	30	2
San Luis Obispo County	B.1.314	2020-03-20	12	2
San Luis Obispo County	B.1.314	2020-03-21	12	1
San Luis Obispo County	B.1.320	2020-03-13	11	1
San Luis Obispo County	B.1.320	2020-03-17	12	2
San Luis Obispo County	B.1.320	2020-03-23	13	1
San Luis Obispo County	B.1.320	2020-03-25	13	1
San Luis Obispo County	B.1.320	2020-03-27	13	1
San Luis Obispo County	B.1.320	2020-03-28	13	1
San Luis Obispo County	B.1.320	2020-03-30	14	1
San Luis Obispo County	B.1.320	2020-04-03	14	1
San Luis Obispo County	B.1.320	2020-04-07	15	1
San Luis Obispo County	B.1.320	2020-04-10	15	1
San Luis Obispo County	B.1.320	2020-04-23	17	3
San Luis Obispo County	B.1.320	2020-04-25	17	1
San Luis Obispo County	B.1.320	2020-04-27	18	1
San Luis Obispo County	B.1.320	2020-05-01	18	6
San Luis Obispo County	B.1.320	2020-05-06	19	1
San Luis Obispo County	B.1.320	2020-05-07	19	1
San Luis Obispo County	B.1.336	2020-04-28	18	2
San Luis Obispo County	B.1.336	2020-04-29	18	2
San Luis Obispo County	B.1.336	2020-05-01	18	1
San Luis Obispo County	B.1.336	2020-07-11	28	1
San Luis Obispo County	B.1.369	2020-04-19	17	1
San Luis Obispo County	B.1.369	2020-07-12	29	5
San Luis Obispo County	B.1.369	2020-07-17	29	3
San Luis Obispo County	B.1.369	2020-07-21	30	1
San Luis Obispo County	B.1.369	2020-07-23	30	5
San Luis Obispo County	B.1.369	2020-07-24	30	2
San Luis Obispo County	B.1.369	2020-07-27	31	2
San Luis Obispo County	B.1.369	2020-08-01	31	1
San Luis Obispo County	B.1.399	2020-07-17	29	2
San Luis Obispo County	B.1.399	2020-07-21	30	1
San Luis Obispo County	B.1.399	2020-07-23	30	1
San Luis Obispo County	B.1.399	2020-07-24	30	2
San Luis Obispo County	B.1.399	2020-07-27	31	1
San Luis Obispo County	B.1.399	2020-07-30	31	1
San Luis Obispo County	B.1.399	2020-09-02	36	1
San Luis Obispo County	B.1.399	2020-09-04	36	2
San Luis Obispo County	B.1.399	2020-09-15	38	1
San Luis Obispo County	B.1.399	2020-09-16	38	1
San Luis Obispo County	B.1.399	2020-09-18	38	1
San Luis Obispo County	B.1.427	2021-01-06	1	1
San Luis Obispo County	B.1.427	2021-01-14	2	2
San Luis Obispo County	B.1.453	2020-07-14	29	4
Santa Clara County	A	2020-04-04	14	1
Santa Clara County	A	2020-04-13	16	1
Santa Clara County	A.1	2020-03-05	10	1
Santa Clara County	A.1	2020-03-09	11	1
Santa Clara County	A.1	2020-04-03	14	1
Santa Clara County	A.1	2020-04-04	14	2
Santa Clara County	A.1	2020-04-13	16	2
Santa Clara County	A.1	2020-04-23	17	2
Santa Clara County	A.1	2020-05-05	19	2
Santa Clara County	A.1	2020-05-06	19	1
Santa Clara County	A.3	2020-04-06	15	1
Santa Clara County	B	2020-03-06	10	1
Santa Clara County	B	2020-03-11	11	1
Santa Clara County	B	2020-03-12	11	1
Santa Clara County	B	2020-03-18	12	1
Santa Clara County	B	2020-03-20	12	1
Santa Clara County	B	2020-03-24	13	1
Santa Clara County	B	2020-03-27	13	1
Santa Clara County	B	2020-04-01	14	1
Santa Clara County	B	2020-04-03	14	1
Santa Clara County	B	2020-04-04	14	11
Santa Clara County	B	2020-04-09	15	1
Santa Clara County	B	2020-04-10	15	1
Santa Clara County	B	2020-04-12	16	1
Santa Clara County	B	2020-04-13	16	1
Santa Clara County	B	2020-04-14	16	1
Santa Clara County	B	2020-04-15	16	1
Santa Clara County	B	2020-04-22	17	1
Santa Clara County	B	2020-04-25	17	1
Santa Clara County	B	2020-05-05	19	1
Santa Clara County	B	2020-05-06	19	4
Santa Clara County	B.1	2020-03-12	11	1
Santa Clara County	B.1	2020-03-13	11	1
Santa Clara County	B.1	2020-03-18	12	1
Santa Clara County	B.1	2020-03-25	13	1
Santa Clara County	B.1	2020-04-01	14	1
Santa Clara County	B.1	2020-04-03	14	3
Santa Clara County	B.1	2020-04-04	14	14
Santa Clara County	B.1	2020-04-06	15	4
Santa Clara County	B.1	2020-04-07	15	4
Santa Clara County	B.1	2020-04-08	15	1
Santa Clara County	B.1	2020-04-09	15	1
Santa Clara County	B.1	2020-04-10	15	1
Santa Clara County	B.1	2020-04-11	15	1
Santa Clara County	B.1	2020-04-14	16	2
Santa Clara County	B.1	2020-04-15	16	1
Santa Clara County	B.1	2020-04-16	16	1
Santa Clara County	B.1	2020-04-23	17	2
Santa Clara County	B.1	2020-04-24	17	2
Santa Clara County	B.1	2020-04-27	18	1
Santa Clara County	B.1	2020-04-28	18	1
Santa Clara County	B.1	2020-05-05	19	1
Santa Clara County	B.1	2020-05-06	19	9
Santa Clara County	B.1	2020-05-08	19	3
Santa Clara County	B.1	2020-05-09	19	1
Santa Clara County	B.1	2020-05-10	20	1
Santa Clara County	B.1	2020-05-11	20	2
Santa Clara County	B.1	2020-05-12	20	1
Santa Clara County	B.1	2020-05-13	20	1
Santa Clara County	B.1	2020-05-14	20	2
Santa Clara County	B.1	2020-05-15	20	1
Santa Clara County	B.1	2020-05-16	20	2
Santa Clara County	B.1	2020-05-18	21	2
Santa Clara County	B.1	2020-05-19	21	1
Santa Clara County	B.1	2020-05-21	21	4
Santa Clara County	B.1	2020-05-22	21	5
Santa Clara County	B.1	2020-05-25	22	1
Santa Clara County	B.1	2020-06-01	23	1
Santa Clara County	B.1	2020-06-02	23	1
Santa Clara County	B.1	2020-06-03	23	1
Santa Clara County	B.1	2020-06-04	23	2
Santa Clara County	B.1	2020-06-05	23	2
Santa Clara County	B.1	2020-06-06	23	1
Santa Clara County	B.1	2020-06-09	24	2
Santa Clara County	B.1	2020-06-10	24	3
Santa Clara County	B.1	2020-06-11	24	1
Santa Clara County	B.1	2020-06-12	24	1
Santa Clara County	B.1	2020-06-13	24	1
Santa Clara County	B.1	2020-06-14	25	1
Santa Clara County	B.1	2020-06-16	25	1
Santa Clara County	B.1	2020-06-17	25	2
Santa Clara County	B.1	2020-06-18	25	1
Santa Clara County	B.1	2020-06-20	25	1
Santa Clara County	B.1	2020-06-21	26	2
Santa Clara County	B.1	2020-06-23	26	1
Santa Clara County	B.1	2020-06-30	27	1
Santa Clara County	B.1	2020-07-10	28	1
Santa Clara County	B.1	2020-07-11	28	2
Santa Clara County	B.1	2020-07-15	29	1
Santa Clara County	B.1	2020-07-16	29	1
Santa Clara County	B.1	2020-07-17	29	2
Santa Clara County	B.1	2020-07-21	30	1
Santa Clara County	B.1	2020-07-26	31	2
Santa Clara County	B.1	2020-07-29	31	3
Santa Clara County	B.1	2020-07-30	31	1
Santa Clara County	B.1	2020-08-05	32	1
Santa Clara County	B.1	2020-08-10	33	1
Santa Clara County	B.1	2020-08-12	33	2
Santa Clara County	B.1	2020-09-02	36	1
Santa Clara County	B.1	2020-09-07	37	1
Santa Clara County	B.1	2020-09-09	37	1
Santa Clara County	B.1	2020-09-10	37	3
